x,y
1713,1949
1714,1949
1714,1950
1715,1950
1715,1951
1717,1951
1717,1952
1718,1952
1718,1953
1720,1953
1720,1954
1721,1954
1721,1955
1722,1955
1722,1956
1723,1956
1723,1959
1724,1959
1724,1961
1725,1961
1725,1963
1726,1963
1726,1965
1727,1965
1727,1966
1728,1966
1728,1968
1729,1968
1729,1970
1730,1970
1730,1973
1731,1973
1731,1975
1732,1975
1732,1976
1733,1976
1733,1978
1734,1978
1734,1979
1735,1979
1735,1980
1736,1980
1736,1981
1737,1981
1737,1982
1738,1982
1738,1984
1739,1984
1739,1985
1738,1985
1738,1990
1739,1990
1739,1992
1740,1992
1740,1995
1741,1995
1741,1996
1742,1996
1742,1999
1741,1999
1741,2000
1740,2000
1740,2001
1739,2001
1739,2002
1738,2002
1738,2003
1737,2003
1737,2004
1735,2004
1735,2005
1734,2005
1734,2006
1733,2006
1733,2007
1732,2007
1732,2008
1731,2008
1731,2009
1730,2009
1730,2010
1729,2010
1729,2011
1728,2011
1728,2012
1727,2012
1727,2014
1726,2014
1726,2016
1725,2016
1725,2019
1724,2019
1724,2022
1723,2022
1723,2029
1724,2029
1724,2038
1725,2038
1725,2048
1726,2048
1726,2051
1727,2051
1727,2054
1728,2054
1728,2056
1288,2056
1288,2055
1287,2055
1287,2054
1285,2054
1285,2053
1282,2053
1282,2052
1280,2052
1280,2051
1278,2051
1278,2050
1269,2050
1269,2051
1265,2051
1265,2052
1263,2052
1263,2053
1262,2053
1262,2054
1261,2054
1261,2055
1260,2055
1260,2056
1118,2056
1118,2050
1119,2050
1119,2049
1120,2049
1120,2048
1121,2048
1121,2047
1123,2047
1123,2046
1125,2046
1125,2045
1127,2045
1127,2044
1128,2044
1128,2043
1129,2043
1129,2042
1130,2042
1130,2041
1131,2041
1131,2040
1132,2040
1132,2038
1133,2038
1133,2036
1134,2036
1134,2032
1135,2032
1135,2026
1134,2026
1134,2023
1133,2023
1133,2020
1132,2020
1132,2019
1131,2019
1131,2017
1130,2017
1130,2016
1129,2016
1129,2015
1128,2015
1128,2014
1126,2014
1126,2013
1124,2013
1124,2012
1122,2012
1122,2011
1110,2011
1110,2012
1108,2012
1108,2013
1106,2013
1106,2014
1104,2014
1104,2015
1103,2015
1103,2016
1102,2016
1102,2017
1101,2017
1101,2018
1100,2018
1100,2020
1099,2020
1099,2021
1098,2021
1098,2024
1097,2024
1097,2027
1096,2027
1096,2029
1095,2029
1095,2032
1094,2032
1094,2034
1091,2034
1091,2035
1089,2035
1089,2036
1087,2036
1087,2037
1086,2037
1086,2038
1085,2038
1085,2039
1084,2039
1084,2040
1083,2040
1083,2041
1082,2041
1082,2043
1081,2043
1081,2045
1080,2045
1080,2047
1079,2047
1079,2050
1078,2050
1078,2054
1077,2054
1077,2056
870,2056
870,2053
869,2053
869,2049
868,2049
868,2045
867,2045
867,2042
868,2042
868,2032
869,2032
869,2030
870,2030
870,2029
871,2029
871,2027
872,2027
872,2025
873,2025
873,2023
874,2023
874,2020
875,2020
875,2005
874,2005
874,2001
873,2001
873,1998
872,1998
872,1996
871,1996
871,1994
870,1994
870,1992
869,1992
869,1990
868,1990
868,1988
867,1988
867,1987
866,1987
866,1985
865,1985
865,1984
864,1984
864,1983
863,1983
863,1982
862,1982
862,1981
861,1981
861,1980
860,1980
860,1978
859,1978
859,1976
858,1976
858,1966
859,1966
859,1955
858,1955
858,1951
857,1951
857,1949
856,1949
856,1947
855,1947
855,1945
854,1945
854,1943
853,1943
853,1942
852,1942
852,1941
851,1941
851,1939
850,1939
850,1937
849,1937
849,1936
848,1936
848,1934
847,1934
847,1933
846,1933
846,1931
845,1931
845,1929
844,1929
844,1928
843,1928
843,1926
842,1926
842,1925
841,1925
841,1923
840,1923
840,1922
839,1922
